1.000000000000000000e+00;8.000000000000000000e+00;1.200000000000000000e+01;1.800000000000000000e+01;2.100000000000000000e+01;3.000000000000000000e+00;3.000000000000000000e+00;3.000000000000000000e+00;2.500000000000000000e+00;2.500000000000000000e+00
8.792966355031239800e-14;3.338225647170484756e+00;1.099771777324076538e+01;1.736331677778047222e+01;2.087953911941790253e+01;3.337425647170308096e+00;0.000000000000000000e+00;3.478865828172095220e+00;1.838296356986003133e+00;1.638272828980854356e+00
1.668453273329610784e-13;4.856709935069518203e+00;1.430614882821045342e+01;1.760868572911885011e+01;2.089743844860461763e+01;4.855909935070315875e+00;2.151405533988521579e-01;2.507461001387865984e+00;1.393021771691321353e+00;1.253597762680630501e+00
1.461451175055162643e+00;7.505019200250520051e+00;1.460170711097218010e+01;1.798267745021925990e+01;2.093793211378928731e+01;5.500628981719287047e+00;1.032243759480441669e+00;1.528755181142529729e+00;1.121007206239385212e+00;1.115245530970479182e+00
2.400455347057761646e+00;1.011006024224892208e+01;1.496854428881524868e+01;1.827541497406484439e+01;2.095853210723111104e+01;7.108993133741531523e+00;6.074848168970296003e-01;6.988501686688174397e-01;8.972003070473164588e-01;1.010329249391861639e+00
1.555351592255422633e+00;7.765523304450359987e+00;1.463839082875648678e+01;1.801195120260381799e+01;2.093999211313347075e+01;5.661465396921511406e+00;9.897678652221004736e-01;1.445764679895158444e+00;1.098626516320178270e+00;1.104753902812617428e+00
1.490244042735909380e+00;7.584898080730048342e+00;1.461295551075243715e+01;1.799165371788727086e+01;2.093856377539748692e+01;5.549946564742235466e+00;1.019219293354870270e+00;1.503307642223950857e+00;1.114144571730816047e+00;1.112028462608997348e+00
1.000000000000000000e+00;8.000000000000000000e+00;1.200000000000000000e+01;1.800000000000000000e+01;2.100000000000000000e+01;3.000000000000000000e+00;3.000000000000000000e+00;3.000000000000000000e+00;2.500000000000000000e+00;2.500000000000000000e+00
8.792966355031239800e-14;3.338225647170484756e+00;1.099771777324076538e+01;1.736331677778047222e+01;2.087953911941790253e+01;3.337425647170308096e+00;0.000000000000000000e+00;3.478865828172095220e+00;1.838296356986003133e+00;1.638272828980854356e+00
1.668453273329610784e-13;4.856709935069518203e+00;1.430614882821045342e+01;1.760868572911885011e+01;2.089743844860461763e+01;4.855909935070315875e+00;2.151405533988521579e-01;2.507461001387865984e+00;1.393021771691321353e+00;1.253597762680630501e+00
1.461451175055162643e+00;7.505019200250520051e+00;1.460170711097218010e+01;1.798267745021925990e+01;2.093793211378928731e+01;5.500628981719287047e+00;1.032243759480441669e+00;1.528755181142529729e+00;1.121007206239385212e+00;1.115245530970479182e+00
2.400455347057761646e+00;1.011006024224892208e+01;1.496854428881524868e+01;1.827541497406484439e+01;2.095853210723111104e+01;7.108993133741531523e+00;6.074848168970296003e-01;6.988501686688174397e-01;8.972003070473164588e-01;1.010329249391861639e+00
1.555351592255422633e+00;7.765523304450359987e+00;1.463839082875648678e+01;1.801195120260381799e+01;2.093999211313347075e+01;5.661465396921511406e+00;9.897678652221004736e-01;1.445764679895158444e+00;1.098626516320178270e+00;1.104753902812617428e+00
1.490244042735909380e+00;7.584898080730048342e+00;1.461295551075243715e+01;1.799165371788727086e+01;2.093856377539748692e+01;5.549946564742235466e+00;1.019219293354870270e+00;1.503307642223950857e+00;1.114144571730816047e+00;1.112028462608997348e+00
